series,season,episode,episode_code,bool_response,explanation
GA,5,18,GAS05E18,No,
GA,5,19,GAS05E19,No,
GA,5,20,GAS05E20,No,
GA,5,21,GAS05E21,No,
GA,5,22,GAS05E22,No,
GA,5,23,GAS05E23,No,
GA,5,24,GAS05E24,No,
GA,6,1,GAS06E01,No,
GA,6,2,GAS06E02,No,
GA,6,3,GAS06E03,No,
GA,6,4,GAS06E04,No,
GA,6,5,GAS06E05,No,
GA,6,6,GAS06E06,No,
GA,6,7,GAS06E07,No,
GA,6,8,GAS06E08,No,
GA,6,9,GAS06E09,No,
GA,6,10,GAS06E10,No,
GA,6,11,GAS06E11,No,
GA,6,12,GAS06E12,No,
GA,6,13,GAS06E13,No,
GA,6,14,GAS06E14,No,
GA,6,15,GAS06E15,Yes,"There are several explicit and implicit references to discrimination and prejudice, including: (1) Dr. Ellis Grey being referred to as 'sugar' or 'nurse' instead of by her title, reflecting sexism and possibly racial bias in the workplace; (2) a patient from India is specifically identified by ethnicity, which could be relevant depending on context; (3) the episode discusses the AIDS crisis and the stigma faced by gay men, including being treated as outcasts and untouchables, and the lack of government research due to the disease being isolated to the gay community; (4) a character says to another, 'You have a different skin color, but you're just like them,' which is an explicit reference to race and possibly to expectations or discrimination based on it; (5) the physician's oath is recited, specifically mentioning not permitting considerations of race, ethnic origin, or other factors to intervene in patient care, which is a direct reference to combating racism and discrimination. These elements together indicate that the episode addresses issues of prejudice, including racial prejudice, both explicitly and implicitly."
GA,6,16,GAS06E16,No,
GA,6,17,GAS06E17,No,
GA,6,18,GAS06E18,No,
GA,6,19,GAS06E19,No,
GA,6,20,GAS06E20,No,
GA,6,21,GAS06E21,No,
GA,6,22,GAS06E22,No,
GA,6,23,GAS06E23,No,
GA,6,24,GAS06E24,No,
GA,7,1,GAS07E01,Yes,"There is an explicit reference to racism when a character says, 'It's sexist and... vaguely racist. No white, no veil, no rice.' This line directly mentions racism in the context of wedding traditions. While the episode does not appear to focus on racism or racial prejudice as a major theme, this explicit mention qualifies as a reference. There are no other clear implicit or explicit instances of racial discrimination or prejudice in the subtitles provided."
GA,7,2,GAS07E02,No,
GA,7,3,GAS07E03,No,
GA,7,4,GAS07E04,No,
GA,7,5,GAS07E05,No,
GA,7,6,GAS07E06,No,
GA,7,7,GAS07E07,No,
GA,7,8,GAS07E08,No,
GA,7,9,GAS07E09,No,
GA,7,10,GAS07E10,No,
GA,7,11,GAS07E11,No,
GA,7,12,GAS07E12,No,
GA,7,13,GAS07E13,No,
GA,7,14,GAS07E14,No,
GA,7,15,GAS07E15,No,
GA,7,16,GAS07E16,No,
GA,7,17,GAS07E17,No,
GA,7,18,GAS07E18,No,
GA,7,19,GAS07E19,No,
GA,7,20,GAS07E20,Yes,"There are several references to race and ethnicity throughout the episode. Explicitly, there are African children and orphans being treated at the hospital, with references to their background (e.g., 'Adorable African children. Shameless ego stroking.' and 'That's what they say in Swahili.'). There is also a discussion about a child not eating American food and a doctor making nsima, a staple in East African countries, to help her feel more comfortable, which touches on cultural differences and potential microaggressions. Additionally, there are references to the adoption process for an African child and the scrutiny involved, which can imply systemic inequalities. While there are no overt acts of racism or racial slurs, the presence of these themes and the way characters discuss and interact with the African children and their culture suggest an undercurrent of racial and cultural bias."
GA,7,21,GAS07E21,No,
GA,7,22,GAS07E22,No,
GA,8,1,GAS08E01,No,
GA,8,2,GAS08E02,No,
GA,8,3,GAS08E03,No,
GA,8,4,GAS08E04,No,
GA,8,5,GAS08E05,No,
GA,8,6,GAS08E06,No,
GA,8,7,GAS08E07,No,
GA,8,8,GAS08E08,No,
GA,8,9,GAS08E09,No,
GA,8,10,GAS08E10,No,
GA,8,11,GAS08E11,No,
GA,8,12,GAS08E12,No,
GA,8,13,GAS08E13,No,
GA,8,14,GAS08E14,No,
GA,8,15,GAS08E15,No,
GA,8,16,GAS08E16,Yes,"There are a few moments in the subtitles that reference race and racial dynamics. One character (Meredith) says, 'I think she's racist,' after noticing a woman looking at her and her Black daughter, Zola. This is followed by a discussion about bridging the cultural divide and a comment about learning Spanish. Later, another character (Bailey) explicitly addresses the issue, saying, 'It is 2012. You want to be shocked by the sight of a white man with a black baby, you're about three decades too late!' and then points out that the real issue is the baby's hair, not the interracial family. These moments directly reference race, interracial families, and perceptions of racism, both explicitly and implicitly."
GA,8,17,GAS08E17,No,
GA,8,18,GAS08E18,No,
GA,8,19,GAS08E19,No,
GA,8,20,GAS08E20,No,
GA,8,21,GAS08E21,No,
GA,8,22,GAS08E22,No,
GA,8,23,GAS08E23,No,
GA,8,24,GAS08E24,No,
GA,9,1,GAS09E01,No,
GA,9,2,GAS09E02,No,
GA,9,3,GAS09E03,No,
GA,9,4,GAS09E04,No,
GA,9,5,GAS09E05,No,
GA,9,6,GAS09E06,No,
GA,9,7,GAS09E07,No,
GA,9,8,GAS09E08,No,
GA,9,9,GAS09E09,Yes,"There is an implicit reference to race and racial identity when a character says, 'my kids were so excited that for months, they walked around telling every African-American person they saw that we have a brown baby in the family.' This statement acknowledges the adoption of a child of color and the family's awareness and discussion of race. While the tone is not overtly discriminatory, it does touch on issues of racial identity, transracial adoption, and the way children perceive and talk about race, which can be connected to broader themes of racial difference and potential microaggressions."
GA,9,10,GAS09E10,No,
GA,9,11,GAS09E11,No,
GA,9,12,GAS09E12,Yes,"There is an implicit reference to racial stereotypes and the objectification of African children in the exchange: 'African babies are a godsend. You don't have to tell me. Oh, not Zola. Not the cute ones. The sick ones. They're exotically diseased beautiful little train wrecks.' This language exoticizes and reduces African children to their illnesses, which is a form of racial stereotyping and prejudice. Additionally, the discussion of the pediatric African exchange program and the way the children are described as 'little orphans' and 'exotically diseased' suggests a problematic, racialized framing even if not overtly malicious. These are implicit references to racial prejudice."
GA,9,13,GAS09E13,No,
GA,9,14,GAS09E14,No,
GA,9,15,GAS09E15,No,
GA,9,16,GAS09E16,No,
GA,9,17,GAS09E17,No,
GA,9,18,GAS09E18,No,
GA,9,19,GAS09E19,No,
GA,9,20,GAS09E20,No,
GA,9,21,GAS09E21,No,
GA,9,22,GAS09E22,No,
GA,9,23,GAS09E23,No,
GA,9,24,GAS09E24,No,
GA,10,1,GAS10E01,No,
GA,10,2,GAS10E02,No,
GA,10,3,GAS10E03,No,
GA,10,4,GAS10E04,Yes,"There are explicit references to racial prejudice and stereotypes. For example, a patient refers to a nurse as 'Oriental' and is corrected that she is from the Philippines, which is an outdated and offensive term. The same patient makes a comment about playing black in chess 'because, well, you know,' implying a racial stereotype. He also invokes Rosa Parks and Martin Luther King in a way that trivializes their significance and uses the phrase 'you people,' which is often a racially charged expression. These instances indicate both explicit and implicit references to racism and racial prejudice."
GA,10,5,GAS10E05,Yes,"There is an explicit reference to breaking down barriers for women, and in particular, women of color, in the conversation between Stephanie Edwards and Catherine Avery. This suggests the presence of racial issues, specifically the challenges faced by women of color in medicine. Additionally, the mention of being a 'donor baby' and the focus on family backgrounds could implicitly touch on issues of identity, but the explicit mention of 'women of color' and barriers confirms the presence of race-related themes."
GA,10,6,GAS10E06,No,
GA,10,7,GAS10E07,No,
GA,10,8,GAS10E08,No,
GA,10,9,GAS10E09,No,
GA,10,10,GAS10E10,No,
GA,10,11,GAS10E11,No,
GA,10,12,GAS10E12,No,
GA,10,13,GAS10E13,No,
GA,10,14,GAS10E14,No,
GA,10,15,GAS10E15,No,
GA,10,16,GAS10E16,No,
GA,10,17,GAS10E17,No,
GA,10,18,GAS10E18,No,
GA,10,19,GAS10E19,No,
GA,10,20,GAS10E20,No,
GA,10,21,GAS10E21,Yes,"There is an implicit reference to systemic racial discrimination and prejudice in the discussion about the Harper Avery award. Cristina Yang, a woman of color, is described as being 'robbed' of the award despite being the clear frontrunner. It is revealed that the foundation that funds the award co-owns the hospital where she works, making her ineligible to win due to a conflict of interest. The language used ('window dressing,' 'used her,' 'she was never going to win that damn thing for a second') and the context of her being a highly qualified candidate who is denied recognition due to institutional politics strongly suggest themes of systemic bias and discrimination, which are often intertwined with race and ethnicity in professional settings. Additionally, the episode features microaggressions and discussions of unfairness and exclusion, which can be read as implicit references to racial prejudice and systemic inequality."
GA,10,22,GAS10E22,No,
GA,10,23,GAS10E23,No,
GA,10,24,GAS10E24,Yes,"There is an explicit reference to racism and racial prejudice in the story told by a character about her childhood in Texas in 1960. She describes being told to leave a restaurant by 'ignorant young men,' having food dumped in her father's lap, and hot coffee thrown on him, which is a clear depiction of racial discrimination and violence. The context and time period strongly imply this was racially motivated, even though the specific races are not stated. This is an explicit mention of racism and racial prejudice."
GA,11,1,GAS11E01,No,
GA,11,2,GAS11E02,No,
GA,11,3,GAS11E03,No,
GA,11,4,GAS11E04,Yes,"There are several implicit references to racial discrimination and prejudice. Early in the subtitles, a character mentions being 'the only woman' and 'along with the one black male resident, I was clearly excluded,' indicating both gender and racial exclusion in a professional setting. The mention of 'they didn't want me to be a part of their boys' club' and the explicit singling out of the 'one black male resident' as also being excluded suggests systemic racial and gender bias. Additionally, there is a storyline involving an undocumented immigrant mother who fears seeking medical care for her daughter due to the risk of deportation and medical repatriation, which touches on discrimination based on ethnicity and immigration status. These references, while not always overt, clearly imply the presence of racism and racial prejudice in the episode."
